VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
5927,17162,Roopa Pinto,57,2,0
5928,17167,Shobha Iyer,29,2,0
5929,17170,Shobha Kamath,26,2,0
5930,17171,Kavya Reddy,52,2,0
5931,17173,Shobha Urs,95,2,0
5932,17176,Vinay Kulkarni,57,1,0
5933,17177,Vinay Rao,51,1,0
5934,17178,Karan Bhat,20,1,0
5935,17180,Prakash Sheikh,40,1,0
5936,17182,Vani Patil,34,2,0
5937,17197,Zainab Kumar,33,2,0
5938,17206,Zainab Nayak,28,2,0
5939,17208,Byrappa Naidu,45,1,0
5940,17210,Lakshmi Kumar,72,2,0
5941,17213,Sheela Kulkarni,39,2,0
5942,17214,Vijay Desai,44,1,0
5943,17215,Rekha Khan,43,2,0
5944,17219,Zainab Patil,11,2,0
5945,17222,Sowmya Nayak,31,2,0
5946,17228,Harish Kulkarni,16,1,0
5947,17229,Chandrashekar Iyer,42,1,1
5948,17230,Bhagya Reddy,46,2,0
5949,17234,Joseph Urs,26,1,0
5950,17235,Joseph Kumar,55,1,0
5951,17237,Shwetha Gowda,27,2,0
5952,17241,Gopal Fernandes,16,1,0
5953,17245,Geetha Reddy,33,2,1
5954,17247,Kavya Achar,23,2,0
5955,17248,Radha Jadhav,50,2,0
5956,17255,Savitri Hiremath,6,2,0
5957,17258,Nagaveni Gowda,45,2,0
5958,17267,Sowmya Achar,50,2,0
5959,17269,Rekha Khan,56,2,0
5960,17273,Srinivas Desai,51,1,0
5961,17274,Byrappa Hegde,33,1,0
5962,17275,Kamala Kulkarni,69,2,0
5963,17276,Gopal D'Souza,31,1,0
5964,17277,Anthony Naik,52,1,0
5965,17282,Puttaswamy Sheikh,38,1,0
5966,17291,Lakshmi Iyer,38,2,0
5967,17293,Yusuf Rao,53,1,0
5968,17296,Fathima Naik,29,2,0
5969,17303,Geetha Nayak,62,2,0
5970,17305,Yashoda Nayak,12,2,0
5971,17306,Sheela Poojary,39,2,0
5972,17308,Fathima Kumar,54,2,0
5973,17309,Yashoda Rao,39,2,0
5974,17311,Naveen Kulkarni,43,1,0
5975,17315,Santosh Patil,80,1,0
5976,17318,Kavya Achar,46,2,0
5977,17321,Puttaswamy Bhat,83,1,0
5978,17326,Geetha Bhandari,18,2,0
5979,17329,Kavya Iyer,62,2,0
5980,17330,Deepa Gowda,18,2,0
5981,17332,John Sheikh,27,1,0
5982,17333,Sowmya Naik,13,2,0
5983,17336,Fathima Kamath,38,2,0
5984,17338,Pallavi Reddy,44,2,0
5985,17345,Rekha Gowda,36,2,0
5986,17349,Deepa Desai,42,2,0
5987,17350,Yashoda Poojary,14,2,0
5988,17351,Nandini Naik,61,2,0
5989,17364,Naveen Desai,20,1,0
5990,17366,Ayesha Jadhav,24,2,0
5991,17375,Mary Hiremath,37,2,0
5992,17376,Kavya Desai,49,2,0
5993,17388,Shwetha Rao,24,2,0
5994,17389,Naveen Khan,5,1,0
5995,17391,Ayesha Urs,32,2,0
5996,17393,Deepa Urs,38,2,0
5997,17396,Xavier Poojary,69,1,0
5998,17397,Sunita Jadhav,18,2,0
5999,17400,Anitha Achar,55,2,0
6000,17401,Kavya Reddy,24,2,0
6001,17405,Nagaveni Reddy,23,2,0
6002,17406,Pallavi Prabhu,23,2,0
6003,17407,Lakshmi Prabhu,18,2,0
6004,17410,Salman Achar,48,1,0
6005,17411,Deepa Reddy,43,2,0
6006,17418,Jayashree Hiremath,45,2,0
6007,17419,Basavaraj Setty,95,1,0
6008,17421,Nirmala Gowda,20,2,0
6009,17422,Umesh Achar,30,1,0
6010,17428,Pallavi Reddy,22,2,0
6011,17429,Ratna Shetty,19,2,0
6012,17431,Naveen Poojary,30,1,0
6013,17436,Nirmala Kamath,48,2,0
6014,17440,Sunita Pinto,81,2,0
6015,17446,Jayashree Reddy,52,2,0
6016,17452,Yashoda Rao,57,2,0
6017,17458,Deepa Kulkarni,29,2,0
6018,17461,Nandini Shetty,23,2,0
6019,17463,Nagaveni Patil,44,2,0
6020,17469,Dinesh Gowda,64,1,0
6021,17470,Fathima Urs,52,2,0
6022,17473,Pushpa Patil,42,2,0
6023,17479,Shobha D'Souza,41,2,0
6024,17481,Manjunath Rao,62,1,0
6025,17482,Yusuf Devaraj,50,1,0
6026,17497,Chandrashekar Iyer,22,1,0
6027,17498,Ravi Gowda,35,1,0
6028,17499,Zainab Bhat,21,2,0
6029,17501,Vani Reddy,30,2,0
6030,17503,Nirmala Bhat,42,2,0
6031,17504,Ratna Achar,38,2,0
6032,17505,Anitha Reddy,48,2,0
6033,17506,Prakash Devaraj,29,1,0
6034,17509,Abdul Shetty,45,1,0
6035,17510,Chandrashekar D'Souza,67,1,0
6036,17511,Xavier Naidu,25,1,0
6037,17520,Sunita Fernandes,11,2,0
6038,17523,Ibrahim Urs,17,1,0
6039,17525,Kiran Urs,26,1,0
6040,17528,Girish Rao,62,1,0
6041,17531,Salman Hiremath,54,1,0
6042,17535,Geetha Kulkarni,74,2,0
6043,17537,Girish Patil,22,1,0
6044,17539,Gopal Patil,18,1,0
6045,17544,Rajesh Naik,27,1,0
6046,17547,Imran Devaraj,38,1,0
6047,17560,Manjula Prabhu,25,2,0
6048,17561,Fathima Patil,69,2,0
6049,17564,Mary Sheikh,50,2,0
6050,17565,Lakshmi Achar,12,2,0
6051,17566,Pushpa Reddy,31,2,0
6052,17571,Pushpa Prabhu,54,2,0
6053,17572,Rekha Khan,21,2,0
6054,17576,Sunita Naik,21,2,0
6055,17580,Deepa Poojary,30,2,0
6056,17582,Anand Bhandari,5,1,0
6057,17583,Chandrashekar Bhat,52,1,0
6058,17587,Lakshmi Hiremath,61,2,0
6059,17588,Sandeep Achar,35,1,0
6060,17589,Xavier Hegde,38,1,0
6061,17591,Sheela D'Souza,38,2,0
6062,17594,Geetha Hiremath,28,2,0
6063,17595,Roopa Kulkarni,56,2,0
6064,17596,Kavya Fernandes,43,2,0
6065,17598,Umesh Setty,66,1,0
6066,17599,Kamala Khan,30,2,0
6067,17599,Sowmya Gowda,63,2,0
6068,17599,Prakash Kulkarni,52,1,0
6069,17604,Deepa Naik,66,2,0
6070,17607,Savitri Iyer,43,2,0
6071,17610,Lakshmi Reddy,36,2,0
6072,17612,Sheela Prabhu,65,2,0
6073,17617,Anitha Khan,38,2,0
6074,17618,Shwetha Khan,33,2,0
6075,17621,Nagaraj Hiremath,40,1,0
6076,17624,Anitha Bhat,47,2,0
6077,17627,Sowmya Kulkarni,20,2,0
6078,17628,Rekha Poojary,11,2,0
6079,17630,Srinivas Kumar,20,1,0
6080,17633,Savitri Hegde,14,2,0
6081,17635,Puttaswamy Bhat,29,1,0
6082,17638,Deepa Sheikh,78,2,0
6083,17639,Nandini Sheikh,61,2,0
6084,17640,Jayashree Bhat,57,2,0
6085,17641,Nirmala Naik,42,2,0
6086,17645,Deepa Poojary,35,2,0
6087,17650,Prakash Kumar,95,1,0
6088,17651,Ganesh Naik,46,1,0
6089,17655,Pradeep Reddy,25,1,0
6090,17658,Manjunath Naik,49,1,0
6091,17659,Bhagya Pinto,26,2,0
6092,17660,Manjula Naidu,37,2,0
6093,17661,Mary Patil,43,2,0
6094,17664,Santosh Gowda,25,1,0
6095,17667,Arjun Prabhu,32,1,0
6096,17671,Bhagya Naik,45,2,0
6097,17674,Ayesha Desai,33,2,0
6098,17676,Pushpa Shetty,91,2,0
6099,17678,Ratna Patil,18,2,0
6100,17681,Anitha D'Souza,17,2,0
6101,17687,Fathima Naik,19,2,0
6102,17692,Mary Kumar,7,2,0
6103,17693,Anitha Rao,30,2,0
6104,17695,Manoj Khan,22,1,0
6105,17698,Geetha Bhat,9,2,0
6106,17704,Deepa Khan,24,2,0
6107,17709,Pushpa Kulkarni,39,2,0
6108,17713,Sunita Kumar,54,2,0
6109,17714,Ratna Kumar,22,2,0
6110,17715,Shivakumar Reddy,46,1,0
6111,17716,Abdul D'Souza,36,1,0
6112,17718,Yashoda Rao,26,2,0
6113,17719,Channabasappa Patil,28,1,0
6114,17722,Kavya Reddy,32,2,0
6115,17726,Dinesh Kumar,42,1,0
6116,17728,Vani Shetty,67,2,0
6117,17731,Lokesh Hiremath,51,1,0
6118,17736,Roopa Patil,23,2,0
6119,17738,Anitha Bhandari,43,2,0
6120,17743,Ravi Nayak,45,1,0
6121,17744,Pradeep Fernandes,35,1,0
6122,17748,Anthony Urs,55,1,0
6123,17751,Channabasappa Khan,19,1,0
6124,17752,Vani Fernandes,34,2,0
6125,17753,Nirmala Pinto,48,2,0
6126,17757,Muniraju Kamath,38,1,0
6127,17759,Byrappa Setty,7,1,0
6128,17763,Anitha Prabhu,48,2,0
6129,17774,Manjula Sheikh,36,2,0
6130,17778,Nirmala Sheikh,32,2,0
6131,17780,Shobha Bhandari,53,2,0
6132,17786,Vani Bhandari,41,2,0
6133,17787,Shobha Rao,33,2,0
6134,17788,Ravi Pinto,25,1,0
6135,17790,Yashoda Jadhav,43,2,0
6136,17792,Ratna Setty,32,2,0
6137,17793,Srinivas Reddy,13,1,0
6138,17795,Savitri Sheikh,37,2,0
6139,17796,Deepak Gowda,23,1,0
6140,17797,Nirmala Naidu,30,2,0
6141,17798,Basavaraj Jadhav,23,1,0
6142,17802,Pushpa Sheikh,40,2,0
6143,17807,Ayesha Bhandari,24,2,0
6144,17815,Sowmya D'Souza,28,2,0
6145,17817,Rajesh Pinto,21,1,0
6146,17818,Naveen Devaraj,11,1,0
6147,17819,Yusuf Iyer,4,1,0
6148,17819,Jayashree Kamath,38,2,0
6149,17822,Shobha Nayak,21,2,0
6150,17829,Yashoda Rao,22,2,0
6151,17832,Manoj Urs,28,1,0
6152,17837,Muniraju Patil,66,1,0
6153,17845,Sunita Kumar,26,2,0
6154,17846,Shwetha Reddy,30,2,0
6155,17848,Anand Khan,36,1,0
6156,17849,Mary Iyer,29,2,0
6157,17850,Manjula Hegde,18,2,0
6158,17852,Shwetha Khan,35,2,0
6159,17858,Imran D'Souza,57,1,0
6160,17861,Ratna Devaraj,40,2,0
6161,17865,Shivakumar Jadhav,39,1,0
6162,17866,Ratna Patil,30,2,0
6163,17869,Muniraju Jadhav,8,1,0
6164,17875,Yashoda Reddy,16,2,0
6165,17876,Santosh Fernandes,32,1,0
6166,17879,Vani Sheikh,59,2,0
6167,17880,Zainab Reddy,51,2,0
6168,17880,Girish Patil,15,1,0
6169,17880,Ramesh Sheikh,61,1,0
6170,17883,Roopa Hiremath,34,2,0
6171,17885,Kavya Poojary,11,2,0
6172,17887,Salman Bhat,37,1,0
6173,17890,Pushpa Jadhav,66,2,0
6174,17892,Geetha Kamath,49,2,0
6175,17896,Pushpa Naidu,41,2,0
6176,17898,Sowmya Nayak,70,2,0
6177,17903,Pallavi Poojary,16,2,0
6178,17905,Imran Khan,42,1,0
6179,17906,Ganesh Jadhav,22,1,0
6180,17910,Chandrashekar Nayak,90,1,0
6181,17912,Nandini Devaraj,34,2,0
6182,17913,Krishna Hiremath,29,1,0
6183,17920,Sowmya Poojary,62,2,0
6184,17921,Kamala Desai,23,2,0
6185,17922,Pushpa Hegde,40,2,0
6186,17923,Sunita Naidu,26,2,0
6187,17928,Ratna Khan,14,2,0
6188,17932,Umesh Patil,15,1,0
6189,17933,Vinay Rao,31,1,0
6190,17934,Sheela Hegde,62,2,0
6191,17936,Muniraju Hegde,79,1,0
6192,17938,Kiran Kulkarni,58,1,0
6193,17942,Srinivas Kumar,50,1,0
6194,17943,Anitha Patil,31,2,0
6195,17949,Anthony Patil,38,1,0
6196,17952,Lakshmi Kulkarni,17,2,0
6197,17960,Prakash Rao,88,1,0
6198,17963,Xavier Iyer,21,1,0
6199,17964,Sheela Hegde,66,2,0
6200,17965,Zainab Rao,35,2,0
6201,17966,Manoj Rao,24,1,0
6202,17967,Kiran Bhat,39,1,0
6203,17967,Basavaraj Poojary,38,1,0
6204,17967,Naveen Gowda,45,1,0
6205,17970,Ibrahim Khan,28,1,0
6206,17976,Ratna Sheikh,30,2,0
6207,17984,Rekha Bhandari,72,2,0
6208,17985,Kavya Bhat,43,2,0
6209,17992,Yusuf Pinto,34,1,0
6210,17994,Kiran Kamath,77,1,0
6211,17998,Deepa Setty,16,2,0
6212,18000,Joseph Poojary,32,1,0
6213,18003,Yashoda Rao,54,2,0
6214,18004,Kamala Iyer,74,2,0
6215,18005,Bhagya Patil,53,2,0
6216,18006,Sheela Hiremath,30,2,0
6217,18007,Ratna Hegde,33,2,0
6218,18019,Salman Poojary,43,1,0
6219,18021,Xavier Hiremath,50,1,0
6220,18021,Rekha Poojary,46,2,0
6221,18021,Radha Nayak,49,2,0
6222,18022,Lokesh Shetty,41,1,0
6223,18036,Gopal Iyer,76,1,0
6224,18037,Rekha Prabhu,49,2,0
6225,18040,Dinesh Reddy,32,1,0
6226,18044,Jayashree Sheikh,51,2,0
6227,18046,Nirmala Achar,27,2,0
6228,18047,Fathima Bhandari,60,2,0
6229,18048,Ashok Shetty,75,1,0
6230,18049,Lakshmi Hegde,21,2,0
6231,18057,Radha Gowda,33,2,0
6232,18059,Jayashree Desai,9,2,0
6233,18063,Nagaraj Iyer,37,1,0
6234,18064,Channabasappa Hiremath,37,1,0
6235,18068,Lokesh Desai,20,1,0
6236,18073,Vani Kamath,24,2,0
6237,18075,Sowmya Bhandari,41,2,0
6238,18076,Rekha Naidu,35,2,0
6239,18077,Vinay Prabhu,33,1,0
6240,18081,Radha Jadhav,8,2,0
6241,18083,Savitri Reddy,61,2,0
6242,18084,Ramesh Devaraj,23,1,0
6243,18085,Ayesha Fernandes,12,2,0
6244,18088,Nirmala Naik,51,2,0
6245,18089,Ayesha Naik,51,2,0
6246,18090,Yashoda Jadhav,38,2,0
6247,18098,Deepa Shetty,43,2,0
6248,18102,Prakash Devaraj,38,1,0
6249,18105,Savitri Hiremath,57,2,0
6250,18108,Pushpa Pinto,58,2,0
6251,18111,Yashoda Rao,34,2,0
6252,18113,Ayesha D'Souza,44,2,0
6253,18114,Kavya Khan,20,2,0
6254,18116,Channabasappa Devaraj,58,1,0
6255,18117,Sowmya Patil,26,2,0
6256,18118,Manjula Reddy,95,2,0
6257,18119,Anitha Jadhav,28,2,0
6258,18122,Vijay Prabhu,40,1,0
6259,18125,Deepak Patil,16,1,0
6260,18126,Nagaveni Poojary,17,2,0
6261,18127,Ayesha Hegde,45,2,0
6262,18128,Nagaveni Fernandes,64,2,0
6263,18130,Pushpa Devaraj,19,2,0
6264,18135,Pushpa Gowda,61,2,0
6265,18139,Ratna Sheikh,25,2,0
6266,18148,Pushpa Fernandes,44,2,0
6267,18149,Anitha Iyer,39,2,0
6268,18154,Mary D'Souza,35,2,0
6269,18161,Sunita Prabhu,13,2,0
6270,18169,Ratna Achar,8,2,0
6271,18171,Jayashree Achar,28,2,0
6272,18174,Kamala Kumar,45,2,0
6273,18178,Kiran Kulkarni,29,1,0
6274,18179,Bhagya Rao,22,2,0
6275,18181,Ratna Desai,35,2,0
6276,18182,Kiran Fernandes,53,1,0
6277,18182,Arjun Rao,43,1,0
6278,18182,Gopal Setty,84,1,0
6279,18183,Rekha Naidu,21,2,0
6280,18183,Ibrahim Hegde,9,1,0
6281,18184,Ratna Fernandes,23,2,0
6282,18185,Dinesh Khan,42,1,0
6283,18187,Sowmya Sheikh,18,2,0
6284,18191,Muniraju Kumar,54,1,0
6285,18193,Mahesh Naik,34,1,0
6286,18196,Jayashree Jadhav,47,2,0
6287,18197,Sheela Sheikh,15,2,0
6288,18198,Shivakumar Poojary,35,1,0
6289,18201,Yashoda Desai,28,2,0
6290,18206,Rajesh Setty,35,1,0
6291,18207,Shobha Fernandes,56,2,0
6292,18214,Pallavi Sheikh,33,2,1
6293,18220,Bhagya Iyer,27,2,0
6294,18221,Geetha Shetty,36,2,0
6295,18222,Fathima Pinto,45,2,0
6296,18224,Lokesh Desai,51,1,0
6297,18231,Lakshmi Shetty,51,2,0
6298,18232,Puttaswamy Naik,35,1,0
6299,18233,Suresh Setty,23,1,0
6300,18235,Sheela Jadhav,33,2,0
6301,18241,Ramesh Bhat,54,1,0
6302,18242,Sowmya Setty,59,2,0
6303,18244,Prakash Hiremath,41,1,0
6304,18251,Karan Fernandes,79,1,0
6305,18252,Shobha Iyer,40,2,0
6306,18253,Geetha Desai,22,2,0
6307,18259,Basavaraj Kumar,24,1,0
6308,18260,Karan Patil,56,1,0
6309,18261,Shobha D'Souza,67,2,0
6310,18267,Shwetha Reddy,33,2,0
6311,18268,Channabasappa Reddy,29,1,0
6312,18270,Nagaraj Shetty,58,1,0
6313,18271,Shobha Sheikh,71,2,0
6314,18272,Ayesha Devaraj,55,2,0
6315,18273,Vinay Urs,74,1,0
6316,18275,Nandini Rao,51,2,0
6317,18276,Raghavendra Bhat,52,1,0
6318,18278,Rekha Shetty,38,2,0
6319,18280,John Bhandari,23,1,0
6320,18284,Rekha Kamath,39,2,0
6321,18285,Manjula Pinto,21,2,0
6322,18291,Lokesh Prabhu,29,1,0
6323,18291,Lakshmi Prabhu,24,2,0
6324,18291,Abdul Fernandes,38,1,0
6325,18294,Karan Setty,17,1,0
6326,18295,Savitri Patil,37,2,0
6327,18304,Nandini Sheikh,17,2,0
6328,18309,Ratna Setty,44,2,0
6329,18318,Nandini Kumar,74,2,0
6330,18319,Kavya Kumar,20,2,0
6331,18320,John Hegde,21,1,1
6332,18323,Lakshmi Setty,84,2,0
6333,18327,Nirmala Pinto,49,2,0
6334,18333,Deepa Prabhu,51,2,0
6335,18338,Nandini Shetty,42,2,0
6336,18342,Radha Hiremath,17,2,0
6337,18343,Mary Reddy,39,2,0
6338,18344,Shwetha Hegde,77,2,0
6339,18353,Ashok Bhandari,60,1,0
6340,18357,Anitha Kumar,23,2,0
6341,18358,Pushpa Devaraj,90,2,0
6342,18359,Nandini Desai,25,2,0
6343,18362,Jayashree D'Souza,47,2,0
6344,18363,Kavya Iyer,19,2,0
6345,18364,Pradeep Urs,43,1,0
6346,18365,Anitha Kulkarni,17,2,0
6347,18372,Ratna Patil,27,2,0
6348,18374,Sandeep D'Souza,64,1,0
6349,18375,Kavya Khan,46,2,0
6350,18381,Joseph Kumar,69,1,0
6351,18383,Ratna Achar,44,2,0
6352,18391,Channabasappa Bhandari,41,1,0
6353,18393,Nirmala Patil,72,2,0
6354,18396,Radha Bhat,30,2,0
6355,18400,Ravi Bhandari,20,1,0
6356,18401,Mary Kulkarni,30,2,0
6357,18403,Ganesh Bhandari,68,1,0
6358,18404,Shobha Hiremath,51,2,0
6359,18408,Vani Kumar,45,2,0
6360,18415,Sunita Poojary,39,2,1
6361,18420,Pallavi Fernandes,36,2,0
6362,18421,Nagaveni Shetty,67,2,0
6363,18422,Byrappa Naidu,43,1,0
6364,18426,Byrappa Reddy,28,1,0
6365,18428,Krishna Naik,58,1,0
6366,18436,Puttaswamy Devaraj,68,1,0
6367,18437,Sowmya Iyer,29,2,0
6368,18442,Lakshmi Setty,15,2,0
6369,18445,Naveen Naidu,42,1,0
6370,18450,Zainab Naik,77,2,0
6371,18450,Vani Reddy,44,2,0
6372,18452,Halappa Hegde,12,1,0
6373,18454,Mary Prabhu,66,2,0
6374,18461,Roopa D'Souza,41,2,0
6375,18463,Roopa Poojary,42,2,0
6376,18469,Nandini Achar,14,2,0
6377,18474,Nirmala Nayak,26,2,0
6378,18478,Harish Reddy,34,1,0
6379,18479,Ayesha Iyer,15,2,0
6380,18482,Vani Reddy,14,2,0
6381,18485,Raghavendra Bhat,8,1,0
6382,18490,Ganesh Jadhav,83,1,0
6383,18492,Anitha Desai,7,2,0
6384,18493,Manoj Kumar,27,1,1
6385,18496,Pallavi D'Souza,45,2,0
6386,18501,Ayesha Poojary,28,2,0
6387,18503,Santosh Desai,8,1,0
6388,18505,Byrappa Nayak,18,1,0
6389,18506,Sunita Kulkarni,14,2,0
6390,18512,Ibrahim Kumar,36,1,0
6391,18514,Dinesh Hiremath,95,1,0
6392,18515,Kamala D'Souza,25,2,0
6393,18518,Lakshmi Urs,55,2,0
6394,18519,Yashoda Kumar,41,2,0
6395,18524,Manjunath D'Souza,50,1,0
6396,18525,Nagaraj Achar,38,1,0
6397,18527,Shivakumar Bhat,32,1,0
6398,18531,Kamala Hiremath,67,2,0
6399,18532,Rajesh Iyer,15,1,0
6400,18535,Mary Reddy,46,2,0
6401,18536,Ganesh Nayak,11,1,0
6402,18543,Rajesh Khan,18,1,0
6403,18545,Jayashree Devaraj,45,2,0
6404,18549,Ratna Urs,48,2,0
6405,18553,Bhagya Setty,53,2,0
6406,18554,Krishna D'Souza,79,1,0
6407,18555,Kiran Reddy,37,1,0
6408,18556,Nagaveni Reddy,11,2,0
6409,18559,Pushpa Pinto,30,2,0
6410,18563,Kamala Poojary,71,2,0
6411,18572,Shobha Kulkarni,15,2,0
6412,18574,Manjula Hiremath,32,2,0
6413,18580,Ratna Achar,44,2,0
6414,18581,Sheela Kumar,18,2,0
6415,18582,Ravi Kamath,49,1,0
6416,18585,Deepa Jadhav,58,2,0
6417,18586,Yusuf Prabhu,48,1,0
6418,18587,Mary Bhandari,92,2,0
6419,18589,Pushpa Bhandari,55,2,0
6420,18590,Sandeep Hegde,25,1,0
6421,18593,Shobha D'Souza,26,2,0
6422,18597,Prakash Bhat,15,1,0
6423,18599,Rajesh Nayak,59,1,0
6424,18600,Ramesh Hegde,42,1,0
6425,18610,Ayesha Jadhav,38,2,0
6426,18612,Roopa Reddy,51,2,0
6427,18614,Sowmya Urs,95,2,0
6428,18616,Ayesha Desai,78,2,0
6429,18618,Fathima Kulkarni,21,2,0
6430,18620,Shwetha Prabhu,59,2,0
6431,18621,Nagaraj Pinto,48,1,0
6432,18624,Muniraju Reddy,56,1,0
6433,18629,Basavaraj Gowda,19,1,0
6434,18630,Fathima Setty,71,2,0
6435,18634,Lakshmi Nayak,9,2,0
6436,18635,Vijay Fernandes,23,1,0
6437,18637,Byrappa Patil,56,1,0
6438,18643,Pushpa Prabhu,60,2,0
6439,18646,Nandini Hiremath,24,2,0
6440,18647,Jayashree Prabhu,8,2,0
6441,18648,Sheela Bhandari,32,2,0
6442,18654,Fathima Sheikh,49,2,0
6443,18656,Fathima Khan,25,2,0
6444,18657,Kavya Shetty,25,2,0
6445,18659,Mary Jadhav,56,2,0
6446,18665,Nandini Kamath,28,2,0
6447,18669,Anitha Rao,45,2,0
6448,18670,Anthony Poojary,43,1,0
6449,18672,Deepak Achar,13,1,0
6450,18675,Ratna Devaraj,37,2,0
6451,18677,Dinesh Rao,36,1,0
6452,18679,Vani Naidu,27,2,0
6453,18680,Nirmala Naik,20,2,0
6454,18682,Deepa Hiremath,34,2,0
6455,18689,Fathima Kumar,46,2,0
6456,18702,Ibrahim Reddy,68,1,0
6457,18703,Rekha Nayak,58,2,0
6458,18704,Roopa Jadhav,20,2,0
6459,18707,Nirmala Setty,30,2,0
6460,18708,Sowmya Reddy,53,2,0
6461,18709,Sowmya Desai,38,2,0
6462,18711,Roopa Iyer,69,2,0
6463,18714,Xavier Iyer,21,1,0
6464,18721,Anand Prabhu,44,1,0
6465,18723,Ganesh Naik,22,1,0
6466,18726,Ratna Desai,24,2,0
6467,18732,Vani Jadhav,35,2,0
6468,18738,Deepak Shetty,38,1,0
6469,18750,Jayashree Jadhav,35,2,0
6470,18752,Karan Iyer,54,1,0
6471,18755,Pallavi Devaraj,38,2,0
6472,18759,Geetha Kumar,40,2,1
6473,18760,Nandini Nayak,36,2,0
6474,18764,Manjunath Naik,43,1,0
6475,18766,Radha Rao,25,2,0
6476,18768,Nagaveni Bhat,42,2,0
6477,18769,Kavya Khan,76,2,0
6478,18771,Zainab Achar,17,2,0
6479,18777,Vani Patil,25,2,0
6480,18781,Xavier Reddy,55,1,0
6481,18790,Pushpa Shetty,30,2,0
6482,18792,Geetha Naidu,50,2,0
6483,18795,Nirmala Hiremath,20,2,0
6484,18802,Vani Desai,17,2,0
6485,18807,Lakshmi Kamath,18,2,0
6486,18811,Rekha Poojary,13,2,0
6487,18813,Sheela Bhandari,55,2,0
6488,18814,Kiran Pinto,32,1,0
6489,18816,Roopa Patil,21,2,0
6490,18817,Savitri Kumar,25,2,0
6491,18820,Karan Iyer,22,1,0
6492,18822,Zainab Hiremath,38,2,0
6493,18825,Puttaswamy Urs,9,1,0
6494,18830,Mary Khan,63,2,0
6495,18831,Nagaveni Fernandes,40,2,0
6496,18831,Ramesh Rao,65,1,0
6497,18831,Shobha Devaraj,23,2,0
6498,18834,Harish Bhandari,11,1,0
6499,18835,Geetha D'Souza,27,2,0
6500,18837,Ganesh Pinto,43,1,0
6501,18839,Shivakumar Achar,95,1,0
6502,18842,Vani Shetty,49,2,0
6503,18851,Shobha Hegde,57,2,0
6504,18854,Sunita Jadhav,39,2,0
6505,18856,Mary Pinto,29,2,0
6506,18859,Abdul Achar,51,1,0
6507,18864,Kamala Shetty,14,2,0
6508,18865,Roopa Hegde,44,2,0
6509,18866,Nandini D'Souza,44,2,0
6510,18870,Shobha Setty,8,2,0
6511,18871,Deepa Fernandes,67,2,0
6512,18872,Kavya Patil,62,2,0
6513,18876,Jayashree Jadhav,27,2,0
6514,18884,Manjula Hegde,38,2,0
6515,18886,Shobha Pinto,29,2,0
6516,18891,Zainab Hiremath,64,2,0
6517,18893,Umesh Rao,21,1,0
6518,18905,Ratna Bhandari,43,2,0
6519,18907,Anitha Gowda,21,2,0
6520,18910,Naveen Naidu,7,1,0
6521,18910,Vani Devaraj,52,2,0
6522,18910,Karan Gowda,30,1,0
6523,18913,Sowmya Devaraj,34,2,0
6524,18915,Sowmya Devaraj,65,2,0
6525,18918,Manjunath Fernandes,15,1,0
6526,18921,Rajesh Patil,8,1,0
6527,18924,Jayashree Pinto,33,2,0
6528,18928,Zainab Khan,26,2,0
6529,18929,Ayesha Naidu,21,2,0
6530,18930,Nagaveni Reddy,31,2,0
6531,18931,Naveen Hiremath,35,1,0
6532,18935,Sheela Achar,36,2,0
6533,18936,Vijay Kamath,59,1,0
6534,18938,Vinay Achar,50,1,0
6535,18938,Deepa Naik,56,2,0
6536,18938,Shobha Shetty,41,2,0
6537,18942,Ravi Shetty,70,1,0
6538,18944,Lakshmi Poojary,57,2,0
6539,18945,Jayashree Iyer,51,2,0
6540,18949,Puttaswamy Prabhu,79,1,0
6541,18950,Shobha Kumar,57,2,0
6542,18953,Roopa Pinto,49,2,0
6543,18954,Sunita Sheikh,37,2,0
6544,18955,Kamala Gowda,65,2,0
6545,18960,Deepa Poojary,26,2,0
6546,18961,Shwetha Iyer,44,2,0
6547,18962,Jayashree Setty,53,2,0
6548,18964,Nirmala Fernandes,20,2,0
6549,18967,Manjula Naidu,28,2,0
6550,18969,Vijay D'Souza,56,1,0
6551,18969,Ayesha Reddy,32,2,1
6552,18969,Ayesha Nayak,13,2,0
6553,18971,Sowmya Naidu,14,2,0
6554,18972,Shwetha Kulkarni,70,2,0
6555,18975,Umesh Khan,22,1,0
6556,18977,Sheela Hegde,34,2,0
6557,18978,Shobha Hegde,28,2,0
6558,18979,Radha Achar,44,2,0
6559,18981,Yashoda Prabhu,47,2,0
6560,18985,Lakshmi Kulkarni,41,2,0
6561,18989,Yusuf Prabhu,22,1,0
6562,18993,Anthony Khan,70,1,0
6563,18994,Kamala Gowda,51,2,0
6564,18997,Joseph Shetty,42,1,0
6565,18999,Halappa Urs,23,1,0
6566,19001,Basavaraj Jadhav,66,1,0
6567,19005,Ashok Gowda,34,1,0
6568,19006,Suresh Jadhav,23,1,0
6569,19009,Kavya Rao,47,2,0
6570,19013,Sheela Jadhav,42,2,0
6571,19015,Savitri D'Souza,36,2,0
6572,19016,Vijay Gowda,22,1,0
6573,19017,Yogesh Devaraj,67,1,0
6574,19022,Pallavi Kulkarni,65,2,0
6575,19025,Ayesha Nayak,27,2,0
